Company,Strategy,Investment Approach,AUM (INR Cr.),1 Month,3 Month,6 Month,1 Year,2 Year,3 Year,4 Year,5 Year,Since Inception
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,DEBT,360 ONE Treasury Solutions,0,0,0,0,0.12,3.3,4.55,4.45,6.09,-6.06
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,DEBT,Benchmark: Nifty Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,8.11,7.84,6.18,5.85,7.87
STALLION ASSET PRIVATE LIMITED INP000006129,DEBT,,,,,,,,,,,
STALLION ASSET PRIVATE LIMITED INP000006129,DEBT,Stallion Liquid Fund STP,5.77,0.39,1.2,2.36,5.15,4.87,5.01,4.78,0,4.7
STALLION ASSET PRIVATE LIMITED INP000006129,DEBT,Benchmark: CRISILComposi,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,6.32
Avendus Investment Managers Private Limited INP000006174,DEBT,,,,,,,,,,,
Avendus Investment Managers Private Limited INP000006174,DEBT,Avendus Olivo Liquid Portfolio,0,0,0.54,2.09,5.58,6.31,0,0,0,6.33
Avendus Investment Managers Private Limited INP000006174,DEBT,Benchmark: NIFTYMLDDI,,0.73,0.17,1.19,6.77,8.11,0,0,0,7.36
Marcellus Investment Managers Private Limited INP000006183,DEBT,,,,,,,,,,,
Marcellus Investment Managers Private Limited INP000006183,DEBT,STP,4.97,0.38,1.07,2.02,4.44,3.6,2.99,2.54,0,2.23
Marcellus Investment Managers Private Limited INP000006183,DEBT,Benchmark: CRISILCBFI,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,5.83
Sundaram Alternate Assets Limited INP000006271,DEBT,,,,,,,,,,,
Sundaram Alternate Assets Limited INP000006271,DEBT,FIRST AGGRESSIVE,41.82,0.64,2.19,4.39,9.84,0,0,0,0,11.37
Sundaram Alternate Assets Limited INP000006271,DEBT,Benchmark: CRISIL COMPOSITE BOND FUND INDEX,,0.68,0.85,1.89,7.3,0,0,0,0,7.91
Sundaram Alternate Assets Limited INP000006271,DEBT,FIRST BESPOKE,315.53,0.79,2.38,5.08,10.48,0,0,0,0,11.1
Sundaram Alternate Assets Limited INP000006271,DEBT,Benchmark: CRISIL COMPOSITE BOND FUND INDEX,,0.68,0.85,1.89,7.3,0,0,0,0,7.83
Sundaram Alternate Assets Limited INP000006271,DEBT,FIRST CONSERVATIVE,5.33,0.74,2.05,4.32,9.04,0,0,0,0,9.47
Sundaram Alternate Assets Limited INP000006271,DEBT,Benchmark: CRISIL COMPOSITE BOND FUND INDEX,,0.68,0.85,1.89,7.3,0,0,0,0,7.67
Sundaram Alternate Assets Limited INP000006271,DEBT,FIRST MODERATE,60.69,0.59,2.04,4.56,9.75,0,0,0,0,10.29
Sundaram Alternate Assets Limited INP000006271,DEBT,Benchmark: CRISIL COMPOSITE BOND FUND INDEX,,0.68,0.85,1.89,7.3,0,0,0,0,7.8
Sundaram Alternate Assets Limited INP000006271,DEBT,LIQUIDFUND,18.18,0.44,1.32,2.65,5.86,6.17,6.16,5.83,5.28,4.32
Sundaram Alternate Assets Limited INP000006271,DEBT,Benchmark: CRISIL COMPOSITE BOND FUND INDEX,,0.68,0.85,1.89,7.3,8.49,6.85,5.09,4.05,3.12
Klay Securities Private Limited INP000006280,DEBT,,,,,,,,,,,
Klay Securities Private Limited INP000006280,DEBT,DPMS - Income Portfolio,24.59,0.79,1.78,3.5,7.63,8.7,8.76,0,0,8.44
Klay Securities Private Limited INP000006280,DEBT,Benchmark: CRISCOBF,,0.68,0.85,1.89,7.3,8.47,8.1,0,0,6.3
CARNELIAN ASSET MANAGEMENT and ADVISORS PRIVATE LIMITED INP000006387,DEBT,,,,,,,,,,,
CARNELIAN ASSET MANAGEMENT and ADVISORS PRIVATE LIMITED INP000006387,DEBT,CARNELIAN LIQUID STRATEGY,154.59865,0.42,1.21,2.38,5.14,5.48,5.75,5.33,0,4.76
CARNELIAN ASSET MANAGEMENT and ADVISORS PRIVATE LIMITED INP000006387,DEBT,Benchmark: COMPOSITEBOND,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,6.29
COMPOSITE INVESTMENTS PRIVATE LIMITED INP000006396,DEBT,,,,,,,,,,,
COMPOSITE INVESTMENTS PRIVATE LIMITED INP000006396,DEBT,Wealth Protector Debt Investment Approach,57.83,1.33,1.17,-0.07,5.97,8.32,9.63,7.83,0,7.69
COMPOSITE INVESTMENTS PRIVATE LIMITED INP000006396,DEBT,Benchmark: Nifty Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,8.11,7.84,6.18,0,6.07
Abakkus Asset Manager Private Limited INP000006457,DEBT,,,,,,,,,,,
Abakkus Asset Manager Private Limited INP000006457,DEBT,Abakkus Liquid Approach,74.12,0.4,1.08,2.12,4.52,4.39,0,0,0,-0.07
Abakkus Asset Manager Private Limited INP000006457,DEBT,Benchmark: CRISILCBFI,,0.68,0.85,1.89,7.3,8.47,0,0,0,0.23
Abakkus Asset Manager Private Limited INP000006457,DEBT,Abakkus Liquid Approach - 2,0,0,0,0,0,0,0,0,0,0
Abakkus Asset Manager Private Limited INP000006457,DEBT,Benchmark: CRISILCBFI,,0,0,0,0,0,0,0,0,0
ALPHA ALTERNATIVES FUND ADVISORS LLP INP000006518,DEBT,,,,,,,,,,,
ALPHA ALTERNATIVES FUND ADVISORS LLP INP000006518,DEBT,Alpha Alternatives Fund Advisors LLP Fixed Income Edge,191.88,0.7,1.82,4.68,12.76,0,0,0,0,11.3
ALPHA ALTERNATIVES FUND ADVISORS LLP INP000006518,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,0,0,0,0,7.27
Guardian Asset Management Private Limited INP000006563,DEBT,,,,,,,,,,,
Guardian Asset Management Private Limited INP000006563,DEBT,Guardian Asset Management Pvt Ltd Guardian BondPMS,7.6,0.22,-0.53,2.72,0,0,0,0,0,2.68
Guardian Asset Management Private Limited INP000006563,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,0,0,0,0,0,4.13
OAKLANE CAPITAL MANAGEMENT LLP INP000006624,DEBT,,,,,,,,,,,
OAKLANE CAPITAL MANAGEMENT LLP INP000006624,DEBT,Oaklane Be-spoke-Debt,778.15157,0.57,1.36,2.97,0,0,0,0,0,3.1
OAKLANE CAPITAL MANAGEMENT LLP INP000006624,DEBT,Benchmark: NIFTY Medium to Long Duration Debt Index,,0.73,0.17,1.19,0,0,0,0,0,1.25
SmartOwner Services India Pvt. Ltd. INP000006819,DEBT,,,,,,,,,,,
SmartOwner Services India Pvt. Ltd. INP000006819,DEBT,1 Debt,0,0,0,0,0,0,0,0,0,0
SmartOwner Services India Pvt. Ltd. INP000006819,DEBT,Benchmark: Nifty Medium to long,,0,0,0,0,0,0,0,0,0
UNIQUE ASSET MANAGEMENT LLP INP000006855,DEBT,,,,,,,,,,,
UNIQUE ASSET MANAGEMENT LLP INP000006855,DEBT,UNIQUE DEBT FUND,43.46293,2.64,3.58,11.14,15.95,15.49,0,0,0,16.85
UNIQUE ASSET MANAGEMENT LLP INP000006855,DEBT,Benchmark: Nifty Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.76,8.11,0,0,0,7.71
Helios Capital Asset Management (India) Private Limited INP000006916,DEBT,,,,,,,,,,,
Helios Capital Asset Management (India) Private Limited INP000006916,DEBT,Helios India Liquid Portfolio,9.04,0.44,1.29,2.64,5.76,6.04,6.03,5.53,0,5.18
Helios Capital Asset Management (India) Private Limited INP000006916,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,6.26
Sageone Investment Managers LLP INP000006943,DEBT,,,,,,,,,,,
Sageone Investment Managers LLP INP000006943,DEBT,SageOne Liquid Approach,6.23477,0.44,1.28,2.55,5.27,0,0,0,0,5.17
Sageone Investment Managers LLP INP000006943,DEBT,Benchmark: COMPOSITCRISI,,0.68,0.85,1.89,7.3,0,0,0,0,7.93
PACE FINANCIAL INVESTMENT ADVISER PRIVATE LIMITED INP000006998,DEBT,,,,,,,,,,,
PACE FINANCIAL INVESTMENT ADVISER PRIVATE LIMITED INP000006998,DEBT,Pace 360 Multi Asset PMS Tresor Secure,128.3,1.01,2.4,3.9,7.58,13.1,12.38,10.95,0,9.9
PACE FINANCIAL INVESTMENT ADVISER PRIVATE LIMITED INP000006998,DEBT,Benchmark: CRISIL Aggressive Credit Debt Term Index,,0.95,2.34,4.75,10.72,10.17,10.85,9.23,0,7.21
Julius Baer Wealth Advisors India Private Limited INP000007012,DEBT,,,,,,,,,,,
Julius Baer Wealth Advisors India Private Limited INP000007012,DEBT,JULIUS BAER INDIA LIQUID PORTFOLIO,0.59,0.35,1.14,2.34,5.29,0,0,0,0,5.31
Julius Baer Wealth Advisors India Private Limited INP000007012,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,7.3,0,0,0,0,7.42
Nippon Life India Asset Management Limited INP000007085,DEBT,,,,,,,,,,,
Nippon Life India Asset Management Limited INP000007085,DEBT,Blended Debt Plus Hybrid Option,0,0,0,0,141.26,53.97,33.26,23.98,18.77,-8.52
Nippon Life India Asset Management Limited INP000007085,DEBT,Benchmark: CCBFI,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,5.88,7.93
Nippon Life India Asset Management Limited INP000007085,DEBT,Enhanced Equity Portfolio,0,0,0,0,161.34,66.69,40.53,51.48,42.16,15.49
Nippon Life India Asset Management Limited INP000007085,DEBT,Benchmark: CCBFI,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,5.88,7.48
Nippon Life India Asset Management Limited INP000007085,DEBT,High Yield Portfolio,240.69,0.9,3.43,0,0,0,0,0,0,5.65
Nippon Life India Asset Management Limited INP000007085,DEBT,Benchmark: CRISILCREDIT,,0.95,2.34,0,0,0,0,0,0,4.76
Nippon Life India Asset Management Limited INP000007085,DEBT,Yield Maximiser Option,5.36,-0.06,6.26,60.75,102.81,31.13,13.12,1.57,2.54,5.23
Nippon Life India Asset Management Limited INP000007085,DEBT,Benchmark: CRISILCREDIT,,0.95,2.34,4.75,10.72,10.16,10.82,10.17,10.18,9.51
Fractal Capital Investments LLP INP000007146,DEBT,,,,,,,,,,,
Fractal Capital Investments LLP INP000007146,DEBT,FCI LLP WEALTH OPTIMIZER,14.33309,1.09,2.1,4.32,10.25,9.74,9.92,9.27,0,8.43
Fractal Capital Investments LLP INP000007146,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,6.49
CKREDENCE WEALTH MANAGEMENT PRIVATE LIMITED INP000007164,DEBT,,,,,,,,,,,
CKREDENCE WEALTH MANAGEMENT PRIVATE LIMITED INP000007164,DEBT,Wealth Preserve,1.69,0.45,1.28,2.54,5.54,0,0,0,0,5.4
CKREDENCE WEALTH MANAGEMENT PRIVATE LIMITED INP000007164,DEBT,Benchmark: NIFTY MED TO LONG,,0.73,0.17,1.19,6.77,0,0,0,0,6.44
Profusion Investment Advisors LLP INP000007173,DEBT,,,,,,,,,,,
Profusion Investment Advisors LLP INP000007173,DEBT,STRATEGY 1,6.05,0.4,1.17,2.03,5.22,6.4,8.43,7.51,0,8.5
Profusion Investment Advisors LLP INP000007173,DEBT,Benchmark: CRLCOMPBONDF,,0.61,0.85,1.89,7.3,8.47,8.1,6.39,0,6.21
NUVAMA ASSET MANAGEMENT LIMITED INP000007207,DEBT,,,,,,,,,,,
NUVAMA ASSET MANAGEMENT LIMITED INP000007207,DEBT,Accumulator Yield,0.72,0.31,1.18,1.14,4.56,6.71,0,0,0,6.46
NUVAMA ASSET MANAGEMENT LIMITED INP000007207,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,0,0,0,7.46
NUVAMA ASSET MANAGEMENT LIMITED INP000007207,DEBT,Nuvama Absolute Return Strategy,809.96,1.64,2.36,7.17,9.85,12.36,0,0,0,12.03
NUVAMA ASSET MANAGEMENT LIMITED INP000007207,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,0,0,0,7.47
NUVAMA ASSET MANAGEMENT LIMITED INP000007207,DEBT,Nuvama Protection Plus Strategy,0,0,0.51,2.52,8.34,9.91,9.46,0,0,9.5
NUVAMA ASSET MANAGEMENT LIMITED INP000007207,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,0,0,7.97
Maximal Capital Private Limited INP000007313,DEBT,,,,,,,,,,,
Maximal Capital Private Limited INP000007313,DEBT,MAXIMAL INCOME FUND,32.01007,2.06,8.35,19.68,22.51,24.69,21.67,0,0,21.43
Maximal Capital Private Limited INP000007313,DEBT,Benchmark: Nifty Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.76,8.11,7.84,0,0,7.88
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,DEBT,,,,,,,,,,,
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,DEBT,Dezerv Corporate Surplus Management Strategy,595.86423,0.71,1.79,3.43,0,0,0,0,0,8.36
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,0,0,0,0,0,7.23
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,DEBT,Dezerv. Dynamic Debt Plus Strategy,1127.97429,1.09,3.43,6.73,12.42,12.54,0,0,0,11.21
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,0,0,0,7.68
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,DEBT,Dezerv. Dynamic Debt Strategy,263.30065,0.93,2.64,5.34,11.08,10.72,0,0,0,10.1
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,0,0,0,7.87
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,DEBT,Dezerv. Fixed Income Strategy,209.4768,0.88,1.7,3.64,8.88,9.04,8.43,0,0,8.01
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,0,0,7.94
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,DEBT,Dezerv. Liquid Strategy,229.97663,0.43,1.31,2.65,5.75,5.98,6.1,0,0,6.04
DEZERV INVESTMENTS PRIVATE LIMITED INP000007377,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,0,0,7.74
AlphaGrep Investment Management Private Limited INP000007401,DEBT,,,,,,,,,,,
AlphaGrep Investment Management Private Limited INP000007401,DEBT,ALPHAGREP LIQUID PORTFOLIO,1.28605,0.47,1.41,2.89,6.32,0,0,0,0,6.55
AlphaGrep Investment Management Private Limited INP000007401,DEBT,Benchmark: COMPOSITEBOND,,0.68,0.85,1.89,7.3,0,0,0,0,7.91
INCRED ASSET MANAGEMENT PRIVATE LIMITED INP000007410,DEBT,,,,,,,,,,,
INCRED ASSET MANAGEMENT PRIVATE LIMITED INP000007410,DEBT,InCred Liquid Portfolio,18.76,0.47,1.42,2.98,6.66,6.88,6.85,6.19,0,5.74
INCRED ASSET MANAGEMENT PRIVATE LIMITED INP000007410,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.4,0,6.25
Ambit Wealth Private Limited INP000007465,DEBT,,,,,,,,,,,
Ambit Wealth Private Limited INP000007465,DEBT,Ambit Anchor Portfolio,60.99,1.75,3,6.72,0,0,0,0,0,13.49
Ambit Wealth Private Limited INP000007465,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,0,0,0,0,0,6.28
Ambit Wealth Private Limited INP000007465,DEBT,Ambit Bespoke FI Portfolio,1.13,0.43,-2.09,-2.73,-0.76,1,0,0,0,1.55
Ambit Wealth Private Limited INP000007465,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,0,0,0,7.91
Ambit Wealth Private Limited INP000007465,DEBT,Ambit IONIC Portfolio,307.1,2.55,5.56,9.23,0,0,0,0,0,10.64
Ambit Wealth Private Limited INP000007465,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,0,0,0,0,0,5.38
Ambit Wealth Private Limited INP000007465,DEBT,Ambit Liquid Portfolio,1.19,0.44,1.2,2.45,4.69,5.61,5.86,0,0,5.8
Ambit Wealth Private Limited INP000007465,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,0,0,7.94
Electrum Portfolio Managers Private Limited INP000007544,DEBT,,,,,,,,,,,
Electrum Portfolio Managers Private Limited INP000007544,DEBT,Electrum Liquid Approach,1.44385,0.46,0.52,0,0,0,0,0,0,1.77
Electrum Portfolio Managers Private Limited INP000007544,DEBT,Benchmark: CRISILCOMBOND,,0.68,0.85,0,0,0,0,0,0,1.5
NEO Asset Management Private Limited INP000007641,DEBT,,,,,,,,,,,
NEO Asset Management Private Limited INP000007641,DEBT,NEO ASSET MANAGEMENT YIELD ENHANCER,860.96,0.95,2.75,5.71,11.8,0,0,0,0,11.65
NEO Asset Management Private Limited INP000007641,DEBT,Benchmark: NMLDDI,,0.73,0.17,1.19,6.77,0,0,0,0,7.92
Stalwart Investment Advisors LLP INP000007757,DEBT,,,,,,,,,,,
Stalwart Investment Advisors LLP INP000007757,DEBT,STALWART LIQUID FUND STP,0,0,0,0,1.21,0,0,0,0,1.55
Stalwart Investment Advisors LLP INP000007757,DEBT,Benchmark: CRISILCOMBOND,,0.68,0.85,1.89,7.3,0,0,0,0,7.08
WhiteOak Capital Asset Management Limited INP000007766,DEBT,,,,,,,,,,,
WhiteOak Capital Asset Management Limited INP000007766,DEBT,WHITE OAK INDIA LIQUID PORTFOLIO,10.38,0.43,1.25,2.53,5.38,5.94,5.85,5.33,0,4.95
WhiteOak Capital Asset Management Limited INP000007766,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,5.83
Ladderup Asset Managers Private Limited INP000007775,DEBT,,,,,,,,,,,
Ladderup Asset Managers Private Limited INP000007775,DEBT,Credit Opportunities Portfolio,31.63932,0.98,2.51,5.55,11.54,0,0,0,0,13.23
Ladderup Asset Managers Private Limited INP000007775,DEBT,Benchmark: NIFTYDEBT,,0.73,0.17,1.19,5.64,0,0,0,0,7.54
Ladderup Asset Managers Private Limited INP000007775,DEBT,Credit Opportunities Portfolio - PAYOUT,4.79811,1.15,2.63,5.79,11.72,0,0,0,0,12.26
Ladderup Asset Managers Private Limited INP000007775,DEBT,Benchmark: NIFTYDEBT,,0.73,0.17,1.19,5.64,0,0,0,0,6.99
Ladderup Asset Managers Private Limited INP000007775,DEBT,LIQUIDPMS,2.43262,0.15,0.35,1.78,4.37,-21.04,0,0,0,-16.93
Ladderup Asset Managers Private Limited INP000007775,DEBT,Benchmark: NIFTYDEBT,,0.73,0.17,1.19,5.64,8.11,0,0,0,7.1
Waterfield Financial and Investment Advisors Private Limited INP000007818,DEBT,,,,,,,,,,,
Waterfield Financial and Investment Advisors Private Limited INP000007818,DEBT,NUCLEUS FIXED INCOME ACCRUAL PORTFOLIO,1.62,0.69,1.03,2.41,6.98,0,0,0,0,7.01
Waterfield Financial and Investment Advisors Private Limited INP000007818,DEBT,Benchmark: CRISIL- Credit Term Index,,0.95,2.34,4.75,10.72,0,0,0,0,10.84
ASK Wealth Advisors Private Limited INP000007827,DEBT,,,,,,,,,,,
ASK Wealth Advisors Private Limited INP000007827,DEBT,Harmony Income Opportunities Discretionary Debt PMS,34.56,0.92,2.26,5.58,9.93,9.95,8.7,0,0,8.69
ASK Wealth Advisors Private Limited INP000007827,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,0,0,6.83
ASK Wealth Advisors Private Limited INP000007827,DEBT,Harmony Treasury Advantage PMS,50.82,0.14,-0.72,-2.45,0,0,0,0,0,1.63
ASK Wealth Advisors Private Limited INP000007827,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,0,0,0,0,0,5.57
Moneygrow Asset Private Limited INP000007915,DEBT,,,,,,,,,,,
Moneygrow Asset Private Limited INP000007915,DEBT,MGLIQUID,0.1,0.43,1.27,0,0,0,0,0,0,1.45
Moneygrow Asset Private Limited INP000007915,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,0,0,0,0,0,0,1.15
Wryght Research and Capital Private Limited INP000007979,DEBT,,,,,,,,,,,
Wryght Research and Capital Private Limited INP000007979,DEBT,Wright Debt Fund,4.28363,-0.57,2.88,3.49,5.27,5.09,0,0,0,5.17
Wryght Research and Capital Private Limited INP000007979,DEBT,Benchmark: COMPOSITEBOND,,0.68,0.85,1.89,7.3,8.47,0,0,0,7.91
Wryght Research and Capital Private Limited INP000007979,DEBT,WRIGHT YIELDX BOND PORTFOLIO,0,0,1.35,1.78,12.52,0,0,0,0,12.42
Wryght Research and Capital Private Limited INP000007979,DEBT,Benchmark: Nifty 50 Hybrid Composite Debt 50:50 Index,,2.63,2.3,4.06,7.29,0,0,0,0,6.62
ASK Investment Managers Limited INP000008066,DEBT,,,,,,,,,,,
ASK Investment Managers Limited INP000008066,DEBT,ASK Liquid Strategy,32.58,0.43,1.21,2.46,5.52,5.88,6.05,5.53,4.99,5.34
ASK Investment Managers Limited INP000008066,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.38,5.88,7.03
East Green Advisors LLP INP000008075,DEBT,,,,,,,,,,,
East Green Advisors LLP INP000008075,DEBT,EAST GREEN LIQUID STRATEGY,0,0,0,0,0,0,0,0,0,0
East Green Advisors LLP INP000008075,DEBT,Benchmark: CRISIL Composite Bond Index,,0,0,0,0,0,0,0,0,0
FORTUNA INVESTMENT ADVISORS LLP INP000008093,DEBT,,,,,,,,,,,
FORTUNA INVESTMENT ADVISORS LLP INP000008093,DEBT,Fortuna Inflation Protect Approach,5.66,0.75,1.77,4.15,8.91,0,0,0,0,8.41
FORTUNA INVESTMENT ADVISORS LLP INP000008093,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,0,0,0,0,8.38
Sohum Asset Managers Private Limited INP000008136,DEBT,,,,,,,,,,,
Sohum Asset Managers Private Limited INP000008136,DEBT,Sohum India Short Term Debt Fund Investment Approach,1.21,0.46,1.24,2.49,5.23,3.01,0,0,0,2.9
Sohum Asset Managers Private Limited INP000008136,DEBT,Benchmark: CCBFINDEX,,0.68,0.85,1.89,7.3,8.47,0,0,0,8.16
LGT Wealth India Private Limited INP000008376,DEBT,,,,,,,,,,,
LGT Wealth India Private Limited INP000008376,DEBT,LGT PRIMA CREDIT OPPORTUNITIES,5.13,0.86,0,0,0,0,0,0,0,2.86
LGT Wealth India Private Limited INP000008376,DEBT,Benchmark: NIFTY Medium to Long Duration Debt Index,,0.73,0,0,0,0,0,0,0,-0.12
LGT Wealth India Private Limited INP000008376,DEBT,Liquid,0,0,0,0,0.01,0.85,1.3,0,0,1.52
LGT Wealth India Private Limited INP000008376,DEBT,Benchmark: NIFTY Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,8.11,7.84,0,0,7.62
LGT Wealth India Private Limited INP000008376,DEBT,PRIMA FLEXI DEBT,124.22,0.96,2.11,4.6,11.05,0,0,0,0,10.41
LGT Wealth India Private Limited INP000008376,DEBT,Benchmark: NIFTY Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,0,0,0,0,7.62
LGT Wealth India Private Limited INP000008376,DEBT,PRIMA Short Term Debt,56.49,0.61,1.69,3.88,8.5,0,0,0,0,7.98
LGT Wealth India Private Limited INP000008376,DEBT,Benchmark: NIFTY Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,0,0,0,0,7.48
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,DEBT,,,,,,,,,,,
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,DEBT,FLEX,0.77,0.43,1.18,2.27,0,0,0,0,0,2.75
FIDENT ASSET MANAGEMENT PRIVATE LIMITED INP000008482,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,0,0,0,0,0,4.37
Bandhan AMC Limited INP000008534,DEBT,,,,,,,,,,,
Bandhan AMC Limited INP000008534,DEBT,VEDARTHA TRUST INVESTMENT SOLUTIONS STRATEGY,301.1,0,0,0,0,0,0,0,0,0.37
Bandhan AMC Limited INP000008534,DEBT,Benchmark: Nifty 50 Hybrid Composite Debt 50:50 Index,,0,0,0,0,0,0,0,0,1.18
Equipoise Capital Management Private Limited INP000008756,DEBT,,,,,,,,,,,
Equipoise Capital Management Private Limited INP000008756,DEBT,EquiPoise Income Strategy,0,0,0,0,0,0,0,0,0,0.04
Equipoise Capital Management Private Limited INP000008756,DEBT,Benchmark: Crisil Composite Bond Fund Index,,0.68,0.85,1.89,7.3,0,0,0,0,7.42
ArthAlpha LLP INP000009038,DEBT,,,,,,,,,,,
ArthAlpha LLP INP000009038,DEBT,ARTHALPHA LIQUID STP,0,0,0,0.95,0,0,0,0,0,3.34
ArthAlpha LLP INP000009038,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,0,0,0,0,0,5.13
Angel One Investment Managers and Advisors Private Limited INP000009117,DEBT,,,,,,,,,,,
Angel One Investment Managers and Advisors Private Limited INP000009117,DEBT,Ionic Liquid Approach STP,2.46,0.48,1.43,3.01,0,0,0,0,0,5.34
Angel One Investment Managers and Advisors Private Limited INP000009117,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,0,0,0,0,0,6.01
Angel One Investment Managers and Advisors Private Limited INP000009117,DEBT,Ionic Yield Enhancer Strategy,92.62,1.03,2.58,5.84,0,0,0,0,0,8.64
Angel One Investment Managers and Advisors Private Limited INP000009117,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,0,0,0,0,0,5.14
DV INVESTMENT ADVISORS LLP INP000009515,DEBT,,,,,,,,,,,
DV INVESTMENT ADVISORS LLP INP000009515,DEBT,DVIA Bespoke Dynamic Debt Portfolio,21.05653,0.52,0,0,0,0,0,0,0,0.69
DV INVESTMENT ADVISORS LLP INP000009515,DEBT,Benchmark: CRISIL Credit Index,,0.95,0,0,0,0,0,0,0,1.34
QUEST INVESTMENT MANAGERS PVT LTD INP000009551,DEBT,,,,,,,,,,,
QUEST INVESTMENT MANAGERS PVT LTD INP000009551,DEBT,QUEST PMS LIQUID FUND,4.0272,0.45,1.28,2.56,5.77,6.18,6.33,0,0,5.95
QUEST INVESTMENT MANAGERS PVT LTD INP000009551,DEBT,Benchmark: NIFTY Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,8.1,7.83,0,0,6.44
Pioneer Client Associates Private Limited INP100007231,DEBT,,,,,,,,,,,
Pioneer Client Associates Private Limited INP100007231,DEBT,CA MFM LIQUID,0,0,0,0,0,5.82,-6.53,0,0,-5.46
Pioneer Client Associates Private Limited INP100007231,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,0,0,7.94
Valtrust Partners LLP INP100007578,DEBT,,,,,,,,,,,
Valtrust Partners LLP INP100007578,DEBT,Valtrust Liquid,1.27,0.5,1.29,2.78,6.32,6.61,0,0,0,6.66
Valtrust Partners LLP INP100007578,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.47,0,0,0,7.99
